8, 50.000, -61.5999984741211, 23.8999996185303, 0, 0.000, 587.641, -4.000, 1, 5000, 2, 2, 0, -4, 2, -61.5999984741211, 23.8999996185303
C:\TA Instruments\WinTest\UnsecureWorkspace\TestData\SOPHIE AND BEN\RHH238\Lateral\cartSub8 03162018 094339.dat

test
"Elapsed Time ","Disp  ","Load   ",
"Sec          ","mm    ","N      ",
       12.70000,0.06268501846,-40.9047212134,
       12.70020,0.06248664815,-41.4677877132,
       12.70040,0.06268501846,-42.1475875118,
       12.70060,0.06189153722,-42.9990539262,
       12.70080,0.06169316691,-43.9947202979,
       12.70100,0.06149479659,-45.1414532914,
       12.70120,0.06010620441,-46.3362529374,
       12.70140,0.05990783410,-47.5447859127,
       12.70160,0.05951109348,-48.7601855525,
       12.70180,0.05851924192,-49.9961851863,
       12.70200,0.05812250130,-51.3008514664,
       12.70220,0.05732902005,-52.6467177343,
       12.70240,0.05594042787,-54.0818506424,
       12.70260,0.05514694662,-55.5650502029,
       12.70280,0.05514694662,-57.0825830866,
       12.70300,0.05375835444,-58.6413159581,
       12.70320,0.05296487320,-60.1725821711,
       12.70340,0.05217139195,-61.6832483901,
       12.70360,0.05098117008,-63.1939146092,
       12.70380,0.05018768883,-64.7251808222,
       12.70400,0.04899746696,-66.2152470473,
       12.70420,0.04800561541,-67.7190466018,
       12.70440,0.04780724509,-69.1885128330,
       12.70460,0.04641865291,-70.6236457411,
       12.70480,0.04562517167,-71.9901120029,
       12.70500,0.04522843104,-73.3085116123,
       12.70520,0.04344309824,-74.5788445692,
       12.70540,0.04264961699,-75.8079775384,
       12.70560,0.04225287637,-76.9753105258,
       12.70580,0.04165776543,-78.0945768609,
       12.70600,0.04106265450,-79.1383098849,
       12.70620,0.04026917325,-80.1065095981,
       12.70640,0.03927732170,-81.0060426649,
       12.70660,0.03848384045,-81.8575090793,
       12.70680,0.03848384045,-82.6197088534,
       12.70700,0.03788872951,-83.2995086520,
       12.70720,0.03749198889,-83.8969084750,
       12.70740,0.03650013733,-84.3501083407,
       12.70760,0.03630176702,-84.7689748833,
       12.70780,0.03550828578,-85.0573747978,
       12.70800,0.03570665609,-85.2771080660,
       12.70820,0.03550828578,-85.4487746818,
       12.70840,0.03550828578,-85.4899746696,
       12.70860,0.03550828578,-85.4762413404,
       12.70880,0.03471480453,-85.3663747063,
       12.70900,0.03491317484,-85.1535081027,
       12.70920,0.03530991546,-84.8513748589,
       12.70940,0.03550828578,-84.4599749748,
       12.70960,0.03550828578,-83.9655751213,
       12.70980,0.03530991546,-83.4437086093,
       12.71000,0.03550828578,-82.8394421216,
       12.71020,0.03630176702,-82.1802423170,
       12.71040,0.03570665609,-81.4523758660,
       12.71060,0.03650013733,-80.6489761040,
       12.71080,0.03729361858,-79.7425763726,
       12.71100,0.03729361858,-78.7675099948,
       12.71120,0.03788872951,-77.7649769585,
       12.71140,0.03828547014,-76.6937772759,
       12.71160,0.03888058107,-75.4509109775,
       12.71180,0.03947569201,-74.0226447340,
