0.000000000	 -0.249 	  -83.09 	 
0.000200000	 -0.250 	  -82.44 	 
0.000400000	 -0.249 	  -81.73 	 
0.000600000	 -0.249 	  -80.95 	 
0.000800000	 -0.249 	  -80.07 	 
0.001000000	 -0.248 	  -79.12 	 
0.001200000	 -0.247 	  -78.14 	 
0.001400000	 -0.246 	  -77.04 	 
0.001600000	 -0.246 	  -75.83 	 
0.001800000	 -0.245 	  -74.47 	 
0.002000000	 -0.245 	  -73.00 	 
0.002200000	 -0.244 	  -71.53 	 
0.002400000	 -0.243 	  -70.08 	 
0.002600000	 -0.241 	  -68.64 	 
0.002800000	 -0.241 	  -67.14 	 
0.003000000	 -0.239 	  -65.67 	 
0.003200000	 -0.238 	  -64.16 	 
0.003400000	 -0.237 	  -62.66 	 
0.003600000	 -0.235 	  -61.14 	 
0.003800000	 -0.234 	  -59.62 	 
0.004000000	 -0.233 	  -58.14 	 
0.004200000	 -0.231 	  -56.69 	 
0.004400000	 -0.230 	  -55.24 	 
0.004600000	 -0.229 	  -53.82 	 
0.004800000	 -0.227 	  -52.41 	 
0.005000000	 -0.227 	  -51.01 	 
0.005200000	 -0.226 	  -49.61 	 
0.005400000	 -0.224 	  -48.29 	 
0.005600000	 -0.223 	  -47.04 	 
0.005800000	 -0.222 	  -45.86 	 
0.006000000	 -0.221 	  -44.83 	 
0.006200000	 -0.220 	  -43.86 	 
0.006400000	 -0.218 	  -42.87 	 
0.006600000	 -0.217 	  -41.89 	 
0.006800000	 -0.216 	  -40.99 	 
0.007000000	 -0.215 	  -40.20 	 
0.007200000	 -0.214 	  -39.53 	 
0.007400000	 -0.213 	  -39.03 	 
0.007600000	 -0.213 	  -38.66 	 
0.007800000	 -0.212 	  -38.39 	 
0.008000000	 -0.211 	  -38.16 	 
0.008200000	 -0.210 	  -37.92 	 
0.008400000	 -0.210 	  -37.70 	 
0.008600000	 -0.209 	  -37.63 	 
0.008800000	 -0.209 	  -37.73 	 
0.009000000	 -0.209 	  -38.00 	 
0.009200000	 -0.209 	  -38.41 	 
0.009400000	 -0.210 	  -38.98 	 
0.009600000	 -0.209 	  -39.56 	 
0.009800000	 -0.210 	  -40.16 	 
0.010000000	 -0.210 	  -40.75 	 
0.010200000	 -0.210 	  -41.39 	 
0.010400000	 -0.211 	  -42.07 	 
0.010600000	 -0.211 	  -42.88 	 
0.010800000	 -0.212 	  -43.81 	 
0.011000000	 -0.212 	  -44.90 	 
0.011200000	 -0.214 	  -46.06 	 
0.011400000	 -0.214 	  -47.28 	 
0.011600000	 -0.215 	  -48.52 	 
0.011800000	 -0.215 	  -49.76 	 
0.012000000	 -0.217 	  -51.04 	 
0.012200000	 -0.219 	  -52.36 	 
0.012400000	 -0.219 	  -53.74 	 
0.012600000	 -0.221 	  -55.20 	 
0.012800000	 -0.222 	  -56.75 	 
0.013000000	 -0.223 	  -58.34 	 
0.013200000	 -0.224 	  -59.90 	 
0.013400000	 -0.225 	  -61.42 	 
0.013600000	 -0.226 	  -62.92 	 
0.013800000	 -0.229 	  -64.39 	 
0.014000000	 -0.229 	  -65.85 	 
0.014200000	 -0.231 	  -67.34 	 
0.014400000	 -0.232 	  -68.87 	 
0.014600000	 -0.233 	  -70.36 	 
0.014800000	 -0.235 	  -71.80 	 
0.015000000	 -0.235 	  -73.20 	 
0.015200000	 -0.237 	  -74.51 	 
0.015400000	 -0.239 	  -75.76 	 
0.015600000	 -0.240 	  -76.89 	 
0.015800000	 -0.241 	  -78.00 	 
0.016000000	 -0.243 	  -79.06 	 
0.016200000	 -0.243 	  -80.04 	 
0.016400000	 -0.245 	  -80.99 	 
0.016600000	 -0.245 	  -81.88 	 
0.016800000	 -0.246 	  -82.69 	 
0.017000000	 -0.248 	  -83.38 	 
0.017200000	 -0.248 	  -83.92 	 
0.017400000	 -0.248 	  -84.35 	 
0.017600000	 -0.248 	  -84.71 	 
0.017800000	 -0.248 	  -85.02 	 
0.018000000	 -0.249 	  -85.26 	 
0.018200000	 -0.250 	  -85.43 	 
0.018400000	 -0.249 	  -85.52 	 
0.018600000	 -0.250 	  -85.49 	 
0.018800000	 -0.250 	  -85.42 	 
0.019000000	 -0.250 	  -85.21 	 
0.019200000	 -0.250 	  -84.89 	 
0.019400000	 -0.250 	  -84.51 	 
0.019600000	 -0.250 	  -84.10 	 
0.019799999	 -0.250 	  -83.64 	 
0.019999999	 -0.250 	  -83.09 	 
0.020199999	 -0.250 	  -82.51 	 
0.020399999	 -0.249 	  -81.82 	 
0.020599999	 -0.249 	  -81.01 	 
0.020799999	 -0.248 	  -80.11 	 
0.020999999	 -0.247 	  -79.12 	 
0.021199999	 -0.247 	  -78.10 	 
0.021399999	 -0.247 	  -77.01 	 
0.021599999	 -0.246 	  -75.86 	 
0.021799999	 -0.246 	  -74.53 	 
0.021999999	 -0.244 	  -73.05 	 
0.022199999	 -0.243 	  -71.55 	 
0.022399999	 -0.243 	  -70.08 	 
0.022599999	 -0.241 	  -68.65 	 
0.022799999	 -0.240 	  -67.22 	 
0.022999999	 -0.240 	  -65.73 	 
0.023199999	 -0.238 	  -64.26 	 
0.023399999	 -0.237 	  -62.71 	 
0.023599999	 -0.236 	  -61.21 	 
0.023799999	 -0.234 	  -59.69 	 
0.023999999	 -0.233 	  -58.22 	 
0.024199999	 -0.232 	  -56.68 	 
0.024399999	 -0.231 	  -55.22 	 
0.024599999	 -0.230 	  -53.76 	 
0.024799999	 -0.228 	  -52.37 	 
0.024999999	 -0.226 	  -50.97 	 
0.025199999	 -0.225 	  -49.64 	 
